,VALUEMWHMETERINGDATA_customerES_1,VALUEMWHMETERINGDATA_customerES_2,VALUEMWHMETERINGDATA_customerES_5,VALUEMWHMETERINGDATA_customerES_11,VALUEMWHMETERINGDATA_customerES_19,VALUEMWHMETERINGDATA_customerES_30,VALUEMWHMETERINGDATA_customerES_31,VALUEMWHMETERINGDATA_customerES_39,VALUEMWHMETERINGDATA_customerES_40,VALUEMWHMETERINGDATA_customerES_44,VALUEMWHMETERINGDATA_customerES_45,VALUEMWHMETERINGDATA_customerES_46,VALUEMWHMETERINGDATA_customerES_48,VALUEMWHMETERINGDATA_customerES_59,VALUEMWHMETERINGDATA_customerES_60,VALUEMWHMETERINGDATA_customerES_61,VALUEMWHMETERINGDATA_customerES_62,VALUEMWHMETERINGDATA_customerES_63,VALUEMWHMETERINGDATA_customerES_64,VALUEMWHMETERINGDATA_customerES_66,VALUEMWHMETERINGDATA_customerES_67,VALUEMWHMETERINGDATA_customerES_69,VALUEMWHMETERINGDATA_customerES_70,VALUEMWHMETERINGDATA_customerES_72,VALUEMWHMETERINGDATA_customerES_74,VALUEMWHMETERINGDATA_customerES_76,VALUEMWHMETERINGDATA_customerES_80,VALUEMWHMETERINGDATA_customerES_89,VALUEMWHMETERINGDATA_customerES_90,VALUEMWHMETERINGDATA_customerES_92,VALUEMWHMETERINGDATA_customerES_93,VALUEMWHMETERINGDATA_customerES_94,VALUEMWHMETERINGDATA_customerES_96,VALUEMWHMETERINGDATA_customerES_97,VALUEMWHMETERINGDATA_customerES_98,VALUEMWHMETERINGDATA_customerES_100,VALUEMWHMETERINGDATA_customerES_104,VALUEMWHMETERINGDATA_customerES_107,VALUEMWHMETERINGDATA_customerES_109,VALUEMWHMETERINGDATA_customerES_114,VALUEMWHMETERINGDATA_customerES_115,VALUEMWHMETERINGDATA_customerES_117,VALUEMWHMETERINGDATA_customerES_126,VALUEMWHMETERINGDATA_customerES_127,VALUEMWHMETERINGDATA_customerES_129,VALUEMWHMETERINGDATA_customerES_130,VALUEMWHMETERINGDATA_customerES_140,VALUEMWHMETERINGDATA_customerES_143,VALUEMWHMETERINGDATA_customerES_148,VALUEMWHMETERINGDATA_customerES_151,VALUEMWHMETERINGDATA_customerES_154,VALUEMWHMETERINGDATA_customerES_162,VALUEMWHMETERINGDATA_customerES_164,VALUEMWHMETERINGDATA_customerES_167,VALUEMWHMETERINGDATA_customerES_169,VALUEMWHMETERINGDATA_customerES_175,VALUEMWHMETERINGDATA_customerES_179,VALUEMWHMETERINGDATA_customerES_180,VALUEMWHMETERINGDATA_customerES_182,VALUEMWHMETERINGDATA_customerES_183,VALUEMWHMETERINGDATA_customerES_186,VALUEMWHMETERINGDATA_customerES_188,VALUEMWHMETERINGDATA_customerES_190,VALUEMWHMETERINGDATA_customerES_199,VALUEMWHMETERINGDATA_customerES_201,VALUEMWHMETERINGDATA_customerES_202,VALUEMWHMETERINGDATA_customerES_207,VALUEMWHMETERINGDATA_customerES_209,VALUEMWHMETERINGDATA_customerES_210,VALUEMWHMETERINGDATA_customerES_213,VALUEMWHMETERINGDATA_customerES_214,VALUEMWHMETERINGDATA_customerES_216,VALUEMWHMETERINGDATA_customerES_225,VALUEMWHMETERINGDATA_customerES_226,VALUEMWHMETERINGDATA_customerES_232,VALUEMWHMETERINGDATA_customerES_234,VALUEMWHMETERINGDATA_customerES_242,VALUEMWHMETERINGDATA_customerES_244,VALUEMWHMETERINGDATA_customerES_247,VALUEMWHMETERINGDATA_customerES_263,VALUEMWHMETERINGDATA_customerES_265,VALUEMWHMETERINGDATA_customerES_266,VALUEMWHMETERINGDATA_customerES_267,VALUEMWHMETERINGDATA_customerES_269,VALUEMWHMETERINGDATA_customerES_270,VALUEMWHMETERINGDATA_customerES_273,VALUEMWHMETERINGDATA_customerES_274,VALUEMWHMETERINGDATA_customerES_282,VALUEMWHMETERINGDATA_customerES_297,VALUEMWHMETERINGDATA_customerES_298,VALUEMWHMETERINGDATA_customerES_300,VALUEMWHMETERINGDATA_customerES_307,VALUEMWHMETERINGDATA_customerES_311,VALUEMWHMETERINGDATA_customerES_312,VALUEMWHMETERINGDATA_customerES_313,VALUEMWHMETERINGDATA_customerES_334,VALUEMWHMETERINGDATA_customerES_335,VALUEMWHMETERINGDATA_customerES_336
2024-08-01 00:00:00,-0.07825488770118688,-0.0751645728161971,-0.05412547028782044,-0.06323935086150095,3.1592916882695223,-0.06007876656627259,-0.0688130173864438,0.0008614368571375763,-0.07451957095844369,0.0654258454281137,0.1711679567305764,1.0446052584072518,-0.05756172506413698,-0.07422686333127776,0.060039248409844426,0.6640307049913344,0.4131407619591249,0.10865931847396965,0.5670128896803633,-0.026292234756020827,1.3646660963407253,0.15420786441373532,3.1787447158147573,1.3372415469729007,1.334203401239281,0.149178594960347,2.617048049670679,1.6482945176153683,0.35652707743742224,0.5605070873762992,-0.0859808874692955,-0.07625930808789372,-0.07380267395970047,0.04829392793697296,-0.06740457014028972,-0.05345626361977429,-0.03136274811451645,-0.07285275072063374,-0.03612016694687442,4.357112723435136,0.8545953690336241,-0.05649921332904406,-0.08054295883577567,-0.0738088684562499,0.03542930700335195,0.036662432041120185,0.23414829649001304,0.31672396318446944,-0.07674257296898873,0.002231725755789893,-0.06917328216385038,-0.07366607045491264,-0.06335763064701055,-0.06333490562201233,-0.001199618591990581,-0.07480159643764572,-0.04188615050350886,-0.07389389052286116,-0.07822086366220476,-0.07422896285422997,-0.07740326003807402,-0.049776027063366646,0.029949155951327744,-0.07403847011487041,-0.08002907493662303,0.15385482964125127,0.8779599612990465,0.20953933222793775,0.3367286969459348,0.40319953330162017,-0.07592452483297635,-0.07274080307849984,-0.060212648157653426,-0.060607052905389924,1.7510647554319139,-0.020956158846226924,-0.05609782928257184,0.2650463703148981,-0.08637740673989436,-0.03960581050334472,0.07525853402021981,1.0044273341244832,1.3586015229368664,-0.09890393665745412,-0.06707898700391168,0.08826471874967312,-0.0716399420282563,0.21416353734347282,-0.07895489005271006,0.924902108885679,-0.056024484796697194,1.819780328960593,0.315368695014913,-0.060077534711599656,-0.03996292333111856,-0.03705560682034459,-0.044179703643495605,0.0752268357639384
2024-08-01 01:00:00,-0.07823385175790021,-0.07706384175707803,-0.05732335765459817,-0.06630087955880382,3.178288381648241,-0.05950737279831192,-0.07283073820616737,0.0038050038722247104,-0.07211907519180522,0.0743547679216896,0.18016807829288986,1.0471970434751976,-0.06245299149344152,-0.07801003864364325,0.06006465407437139,0.6544567611891674,0.41972433492968136,0.10938632287170497,0.5761071438817204,-0.027811181742405267,1.3649915767064542,0.15420786441373532,3.1787447158147573,1.3538880323777605,1.2807967062464234,0.1649474873434444,2.591699597075234,1.639810081276924,0.3308365703067984,0.5975603144868489,-0.08417940620833436,-0.07625930808789372,-0.07380267395970047,0.04829392793697296,-0.0663629012840149,-0.05345626361977429,-0.034805223738884505,-0.07493488201629633,-0.034347694193566036,4.430632200585903,0.8522111134149207,-0.05649921332904406,-0.08352121901012416,-0.07568597148666656,0.031807183089994195,0.03920702081412336,0.23289358166637752,0.32401035127222166,-0.07674257296898873,0.002231725755789893,-0.06917328216385038,-0.061880862732656194,-0.06335763064701055,-0.06333490562201233,-0.00329060079974286,-0.07680787423570562,-0.043264689831001846,-0.05571516407916283,-0.07822086366220476,-0.07801194028981207,-0.08130674286263284,-0.049776027063366646,0.029949155951327744,-0.0758858497579139,-0.08246657952984959,0.15385482964125127,0.8779599612990465,0.21225638695176552,0.3367286969459348,0.3983186474747155,-0.07787988145167463,-0.03809248566769263,-0.06509998875925033,-0.07020735450470561,1.733599331001325,-0.03437074925359457,-0.05769425676092177,0.2650463703148981,-0.0895014999370155,-0.03507922591630547,0.07367884969329824,0.9881133890902409,1.3746817175309256,-0.09890393665745412,-0.06707898700391168,0.08826471874967312,-0.07821945391239132,0.21416353734347282,-0.08065551489007605,0.9626454866418428,-0.062197828479497896,1.7123275475569988,0.34008242564208413,-0.06536049363635071,-0.03996292333111856,-0.03834115815568523,-0.044179703643495605,0.0752268357639384
2024-08-01 02:00:00,-0.0768575568002473,-0.07568754679942513,-0.05851315980636057,-0.06934321625715145,3.171885186277646,-0.05719790400237018,-0.06589654163101888,0.027849214234348052,-0.07498364703809507,0.08035856700149868,0.18154437325054276,1.0586343851475308,-0.06107669653578862,-0.07663374368599035,0.04290558818060625,0.6259464278770883,0.4146976080695155,0.10007387387114275,0.5280047716563965,-0.026434886784752365,1.3971799717007984,0.15404911739386845,3.1801210107724103,1.3088813874603316,1.1924512217623078,0.17821004806800753,2.6371017834851016,1.6208361417877084,0.3322128652644513,0.6461735179943374,-0.08713135019552182,-0.0765699610759204,-0.07242637900204757,0.04967022289462586,-0.062007264539220286,-0.05441826044864301,-0.024072368175346748,-0.07355858705864343,-0.03476879178828973,4.319575484189408,0.8535874083725736,-0.05212068877647552,-0.08214492405247126,-0.07495307905017012,0.03151050780795106,0.04064474383002831,0.23426987662403043,0.3251841709362832,-0.06430267779831111,0.006451048118210623,-0.069162736789178,-0.06050456777500329,-0.06198133568935765,-0.06339289902817052,-0.008063446382647388,-0.07601144519461617,-0.016935295083287116,-0.05502634701417386,-0.07845708049190053,-0.07663564533215916,-0.07993044790497994,-0.05309406959854557,0.02892287560360518,-0.07517140984082682,-0.08109028457219669,0.15523112459890417,0.8743992137650232,0.21363268190941842,0.3393439941719225,0.3863960461106249,-0.07650358649402172,-0.02586009658851557,-0.0642808363833618,-0.07002986988014182,1.6998052210601515,-0.03067301255978283,-0.05631796180326887,0.26736228591073385,-0.0813623604516851,-0.033702930958652566,0.07505514465095114,0.935747890565727,1.419374278548808,-0.09752764169980122,-0.06570269204625878,0.07012329197225431,-0.07634794791437399,0.21553983230112572,-0.07927921993242315,0.9816198681614876,-0.06509961368504064,1.7239734954916524,0.32637110931747826,-0.06646058310021447,-0.03858662837346566,-0.04064765069642584,-0.0444239429455614,0.0766031307215913
2024-08-01 03:00:00,-0.0785460181141015,-0.07767994263109596,-0.05716777814408375,-0.06799783459487463,3.173230567939923,-0.05585252234009336,-0.08367564276864792,0.1462044382407549,-0.07363826537581825,0.08037190230303909,0.18957399204637532,1.0599797668098077,-0.0597313148735118,-0.07658063612578464,0.062411924152527776,0.6477863428486963,0.428817965670765,0.10141925553341957,0.5313057994443007,-0.02508950512247554,1.3985253533630753,0.15539449905614527,3.1814663924346873,1.2975986604684846,1.1984407156192813,0.17955542973028435,2.6180276392229676,1.6345576537267978,0.33355824692672814,0.6475188996566142,-0.085785968533245,-0.07837155262157958,-0.07108099733977075,0.05101560455690268,-0.02007323144888362,-0.053072878786366184,-0.02330490929373491,-0.07221320539636661,-0.03342341012601291,4.300566811483371,0.8450230385046664,-0.0507753071141987,-0.08079954239019443,-0.07657318570304145,0.03019329866676157,0.04199012549230513,0.23324675248246252,0.31914966575714215,-0.06295729613603429,0.01991934321586636,-0.06774050099167117,-0.05915918611272647,-0.06063595402708083,-0.06489668463851805,-0.023282356032829243,-0.07804762095533385,0.010172115861635411,-0.040415250377046075,-0.07711169882962371,-0.07658264562191713,-0.07858506624270312,-0.052801602598749664,0.030268257265882004,-0.07693095890659729,-0.0838780111115684,0.156576506261181,0.8757445954273,0.21993547129962165,0.34068937583419934,0.38812233678837604,-0.0751582048317449,-0.01958853633296631,-0.0668494548692049,-0.06868448821786499,1.6882830224647727,-0.02593394104700908,-0.054972580140992044,0.2536067034698535,-0.08001697878940828,-0.03235754929637574,0.07640052631322797,0.931330218836065,1.4509777024275496,-0.09618226003752439,-0.06435731038398196,0.08179723707878439,-0.07500256625209717,0.21688521396340255,-0.07793383827014633,0.9985769250146461,-0.06375423202276381,1.7253188771539292,0.32542117739260706,-0.06511520143793764,-0.037904896785334985,-0.03930226903414902,-0.043728934009643394,0.0747091541389962
2024-08-01 04:00:00,-0.07165318946197768,-0.06919608248436598,-0.05607089492067768,-0.05971367537944944,3.1817144280866527,-0.053011154322796905,-0.07359381242687651,0.1758876749304543,-0.07083745424275817,0.08705683782078505,0.21936814657044643,1.070405528388683,-0.05720794934081491,-0.07208643929364189,0.07089578429925775,0.6333798374697671,0.437301825817495,0.10990311568014954,0.5371392389410489,-0.01862553150632751,1.3932671141352608,0.17525299354086804,3.189950252581417,1.3687232759013084,1.2069245757660112,0.18803928987701432,2.59599048685601,1.6051019634815986,0.3420421070734581,0.7874142142874496,-0.07842814798993214,-0.07179010842160222,-0.06483374912481771,0.059499464703632654,-0.01508214914982342,-0.04845456279146115,-0.02157728870721437,-0.06462331504627628,-0.031996364843068614,4.284904883219343,0.8501544139447046,-0.024897161968619852,-0.07641745356068369,-0.07075195332599482,0.03457316460062809,0.0504739856390351,0.24248261426645323,0.32175957667282085,-0.06553703620232904,0.08036484946006583,-0.04365877505633253,-0.05386396609957145,-0.05215209388035086,-0.06235765209538502,-0.014798495886099272,-0.07128898437553888,0.03820614500657066,-0.039338409668404295,-0.07031255147137028,-0.07208860164562453,-0.07361708631839287,-0.0487711071104413,0.03032727274331709,-0.07005844193571392,-0.07696152340947199,0.16506036640791097,0.8842284555740298,0.2704398933928034,0.34892937580171657,0.39304178791338246,-0.06984168253864792,-0.01627175559184435,-0.05974858845177705,-0.06442822975577378,1.7042149422789583,-0.023189691259318135,-0.050489108568205876,0.25534724164731587,-0.07992606683571207,-0.026515841780048233,0.08488438645995794,0.9691911193141041,1.4993628744428575,-0.08769839989079442,-0.05833042425036594,0.08878589897092437,-0.06813086249672695,0.22536907411013252,-0.06986201084498195,1.08147910942878,-0.05841266059047151,1.7338027373006593,0.3297165301474217,-0.060272666105247175,-0.029421036638605014,-0.031676648626152326,-0.03624581943619226,0.08109099060596703
2024-08-01 05:00:00,-0.07413690384766353,-0.07531086394756636,-0.0641661642449412,-0.05882611210437,3.066506139530298,-0.052123591047717466,-0.09095448968308267,0.19842669634896393,-0.07337189108956549,0.07278020456248568,0.3273559490996745,1.064124401717118,-0.05632038606573547,-0.07812356686042987,0.14523136848499318,0.62820420960513,0.6233126335999587,0.0911602711044579,0.529989116557791,-0.033995232861604274,1.340165093429601,0.184290358399671,3.2305986361423713,1.3776379520506001,1.1993242822873682,0.19094417816705472,2.7767596496833136,1.6038813482421008,0.3611708547324143,0.7634287909927089,-0.08039314762003441,-0.07901335966162215,-0.07412099878277945,0.06651148022017067,-0.02918221065181642,-0.04909646769007553,-0.027040366909387437,-0.06523615472744282,-0.03556485709353713,4.243987200134174,0.8398369160245021,-0.02340875512243068,-0.08124763278755376,-0.08038173489284173,0.13968008437491214,0.10251538702623125,0.23350133705043394,0.3080904000595901,-0.06514756598408777,0.11631138999784196,-0.049596594608668054,-0.08629803220972976,-0.05126453060527142,-0.06847449288188734,-0.018072991946986583,-0.07510431340746282,0.03732015564748975,-0.05953900043183863,-0.07996408498074037,-0.07812610821319521,-0.08053843419272189,-0.06288309889053001,0.009505381836824423,-0.07259044458739594,-0.08204083576185467,0.14830004515481088,0.8737504158146951,0.2713274566678828,0.3400440756421978,0.42217426857134527,-0.07464622359186612,-0.025453613536035702,-0.060108953271854115,-0.06929080346824668,1.7051025055540376,-0.031117282942719093,-0.05159734304632374,0.2600488212762138,-0.08081509217690491,-0.032346409061071835,0.08204524035400496,1.0211090540648833,1.6094648779237424,-0.09228736157939588,-0.05953355697564988,0.053839485419277466,-0.06724329922164751,0.23027080053001864,-0.06987844537943938,1.0083553261801095,-0.06213608194436976,2.1404347141977054,0.34905776706633734,-0.06792556957710016,-0.01851951468785612,-0.03984539794578573,-0.04232851885828537,0.08641249343420204
2024-08-01 06:00:00,-0.07619612835011297,-0.08153577137607065,-0.05056195562768362,-0.05034964592016228,3.0711478015855773,-0.04421141124943323,-0.08068020944665433,0.2217452733677393,-0.047739223594152225,0.10527089473651124,0.425054882929133,1.1181178075498786,-0.05277274135701593,-0.0795850262686032,0.2268401709309603,0.6582088736841613,0.7026272656989054,0.12325309490523961,0.5475474464637984,-0.04048382329741684,1.476798940232834,0.24196451585628728,3.4216803195121286,1.4277363123336213,1.238170487727442,0.667822931299609,3.360328240399194,1.674536505724891,0.465617744092976,1.0249430250192297,-0.08168530578694305,-0.07885231630384543,-0.0580029867213262,0.22479497473576215,-0.025119984745661683,-0.04244634116753748,-0.030327754953337893,-0.06429371054447935,-0.012670536102050323,4.282833405574247,0.8571362434521723,0.00938354866976443,-0.07127373011112337,-0.08006301799413323,0.21198445501011426,0.16128029706357588,0.24006194548591406,0.2988056988053486,-0.03169674301625236,0.13359321276840735,-0.025807009063409214,-0.054690689589765085,-0.030632222880067894,-0.06345249943026693,0.007209463847079989,-0.0803346432701667,0.053883904714595476,-0.042638155027388325,-0.05942835559257109,-0.07958941797945779,-0.0763909390961045,-0.05561217311957917,0.03329013176342116,-0.08064562375021778,-0.08489819301262042,0.15366143693281592,0.8973686154115705,0.46530458357649085,0.3582878119668254,0.4995275584696474,-0.07892444990939357,-0.014989738870248459,-0.069520269205189,-0.060084570225572564,1.902982349765921,-0.021736251989508182,-0.0650409984973842,0.38645783252307697,-0.06991043589315882,-0.03403317871935968,0.08996502567911907,1.2513486012695856,1.825759560819597,-0.06670523207197554,-0.06046712248025604,0.09060389376414957,-0.03566183007440238,0.5364171353808372,-0.05030129291363089,1.2133934350051088,-0.06416516671582534,2.763028844792923,0.4003876303502994,-0.0684641152580569,0.017685301604375647,0.0027505216587626613,-0.016115169520797112,0.12525869887427582
2024-08-01 07:00:00,-0.08000998773311974,-0.08420835162394824,-0.04744792851245028,-0.04640935026849563,3.143016210205882,-0.03621327422522591,-0.07184434930491246,0.2021424732169024,-0.039075751625954114,0.10842030932565239,0.5216983309979939,1.0614736387782666,-0.05160349715377527,-0.08520265389716253,0.2601828147574611,0.6855427644848153,0.704193998715916,0.1351341046267429,0.5232663312464787,-0.03711546743126176,1.6308767967617497,0.2443410809734507,3.4334407263627993,1.4492475038480093,1.2134868948874113,0.7195767037012788,3.484611755518947,1.8792721601640605,0.4911123688975286,1.1545857713441698,-0.08616237936554882,-0.0812702727167336,-0.053204219566829025,0.3349698252911497,-0.022842949191567263,-0.03974763576375129,-0.017366700073913444,-0.0636279147904838,0.003518010929458082,4.279175703317045,0.8442933032620854,0.01168348593414853,-0.07027253845900183,-0.08196698147003523,0.241558583283113,0.17549007610559186,0.2355410095449828,0.2868733768130627,-0.01748696397423638,0.1284544957689181,-0.02644432500061672,-0.040480910547749105,-0.018697810047684116,-0.06315176814244328,0.018239870453357898,-0.08127794346021999,0.06809368375661146,-0.055925851753919786,-0.06233125011054602,-0.08520860406895392,-0.08069981795223768,-0.048156156769639025,0.057094930914738384,-0.08331774522219848,-0.08917337064176745,0.15970557189752177,0.9069264606542016,0.5247123708660072,0.3634720745946424,0.5358376623993502,-0.08070036809066983,-0.06697720854161715,-0.071256720276903,-0.050883880382466495,1.922138132461861,-0.0724966791011068,-0.05643643236028045,0.43763850600485427,-0.06793903095190779,-0.09032528247974525,0.038504838387835305,1.371436339806046,1.8342403252354145,-0.06031501034254738,-0.0763690139445079,0.12852145749243027,-0.028979689652967267,0.7108032169712349,-0.05323259215579507,1.2327147877181708,-0.06789714529945157,2.88271773176895,0.440189868992242,-0.0753320141138365,0.024703547512758217,0.010447996292705541,-0.014595268926317462,0.1150051452122759
2024-08-01 08:00:00,-0.11041235762949092,-0.11365651293998819,-0.08123934114457504,-0.0848826998507336,3.1165228289506954,-0.06869909529986284,-0.09466035819558555,0.1585638495698674,-0.06177953321899571,0.09666451841876444,0.5090671442685624,1.0961074580975902,-0.08259195744441594,-0.11543605629372461,0.2340573915152778,0.6719549671679301,0.6939944129383367,0.10843488903306286,0.36969662941974885,-0.06428611400042067,1.6677028117528059,0.20819442888666587,3.3412545595540513,1.5781927474796622,1.0231883061119533,0.6918856018900627,3.1608015270773744,1.9111045388791301,0.47530213879883443,1.1920732799725247,-0.11653774451609539,-0.11175453317675571,-0.0723603828916321,0.31124643430629756,-0.04809397088833944,-0.07835030383579483,-0.05015923264272654,-0.10367989194358068,-0.011261180003434235,4.078451239412252,0.8418027027655208,-0.013425286096368172,-0.11267234007488863,-0.11067432046710673,0.2185440000359837,0.14421476835294628,0.19795115058297683,0.23852413260222935,-0.04557587462212376,0.10659753447848802,-0.04508988947318793,-0.07131012816881749,-0.05001739917896625,-0.0906846105512501,-0.004860985926224803,-0.11013652015435521,0.04011312263208927,-0.09271409664253305,-0.09199262501922473,-0.11544213143615506,-0.1180782068782465,-0.09554072073285336,0.05112942938348164,-0.11346869961074485,-0.11577958940239214,0.13131464536920318,0.8818247141501276,0.482726330289256,0.36042100378842645,0.5676191518803246,-0.12035163709081914,-0.09515870308423663,-0.09612453405944771,-0.0721891369779104,1.735884982591322,-0.09816873777161333,-0.0808661275547033,0.5363330308023266,-0.11542241111391599,-0.11404198972854102,-0.09598619725084284,1.3836951405484677,1.8197291127133328,-0.08551601351038346,-0.1078651351901398,0.04489462636544883,-0.06728043318822646,0.6976960945908603,-0.08680098907149453,1.2103733976060975,-0.0964303053760171,0.7100887576708261,0.39363235812492325,-0.11285776364236427,0.009387176215175597,-0.026473989674695886,-0.049970700855454186,0.051205340876215255
2024-08-01 09:00:00,-0.11148285279220677,-0.11424398416773696,-0.08315132097436123,-0.08584471559283058,3.1013418335274405,-0.06677624444809971,-0.09884411849994829,0.14438734368668715,-0.0581597782657155,0.08507463475807991,0.46209090653383655,1.1425860799998675,-0.08042527095523594,-0.11617007352301467,0.23765883373006016,0.6985759809645871,0.7056425108714192,0.10509686054949446,0.25613459701376706,-0.06666819167855331,1.7526377554141699,0.21592404318949338,3.3964305825179024,1.58082733473841,0.7898671431061098,0.603344130333521,2.3688321553307787,1.92757499262424,0.4806323104104696,1.231367544369932,-0.12463590704826677,-0.11009087999417955,-0.07265382457622982,0.31957508741089674,-0.05766260566277315,-0.07800946737320219,-0.03760436415001678,-0.10444326324603853,-0.005591907683555608,3.708147418705767,0.8359332158487434,0.009978034647783907,-0.11540378963370157,-0.1127243815660085,0.21138770409489493,0.11078161075231308,0.15968466566460554,0.20755460726085467,-0.05879665762376485,0.1072578745170053,-0.048783058036291294,-0.08974605477016712,-0.04647916840109634,-0.0815072167504397,-0.015284085137656889,-0.11538668227271465,0.018840244779949944,-0.09399439900901979,-0.08997834985534281,-0.11617840803908619,-0.12189298050829822,-0.1001632458636546,0.060889603939218495,-0.11718814708346326,-0.11673032696910735,0.12769576967388785,0.8899112490609171,0.49070887697018045,0.34499747674386944,0.5550085477177935,-0.1211130180991622,-0.12013350524802013,-0.09757294164728547,-0.10151007130025053,2.192681128007972,-0.10261505844287938,-0.07193716864898003,0.5129968322924987,-0.11656845827442786,-0.11806260369797017,-0.10663339870642075,1.399222516231061,1.8345524271092208,-0.0933679741548264,-0.11756846295273526,-0.0034205929935489654,-0.06881988612932666,0.6874941508761541,-0.08176428326922947,1.1592440578354029,-0.10550633584549263,0.5749643971685137,0.4198240680353857,-0.09528322896672653,0.0017370353631404045,-0.023290768701567877,-0.042111017207480395,0.03255992681421188
